Scaffold_6555	880053	880618	49	552	565	0.9769912
Scaffold_5117	9548	10482	14	691	934	0.7398287
Scaffold_178	613708	614251	2	185	543	0.3406998
Scaffold_1520	218698	219266	32	466	568	0.8204225
Scaffold_5196	1050597	1051105	49	479	508	0.9429134
Scaffold_3931	733978	734365	0	0	387	0.0000000
Scaffold_518	54976	56451	27	943	1475	0.6393220
Scaffold_2352	481759	482449	41	690	690	1.0000000
Scaffold_972	536232	536653	19	383	421	0.9097387
Scaffold_6581	791405	791705	30	300	300	1.0000000
Scaffold_3566	423401	423879	22	478	478	1.0000000
Scaffold_733	68615	69190	44	557	575	0.9686956
Scaffold_4155	696956	697381	14	350	425	0.8235294
Scaffold_3525	842241	842851	5	318	610	0.5213115
Scaffold_5324	243027	243477	10	379	450	0.8422222
Scaffold_6823	679411	680605	31	1052	1194	0.8810720
Scaffold_2706	467153	467423	21	252	270	0.9333333
Scaffold_1139	786643	791220	12	643	4577	0.1404850
Scaffold_1799	929017	930611	18	1046	1594	0.6562108
Scaffold_5593	481528	482093	28	402	565	0.7115044
Scaffold_7910	1010333	1011192	4	213	859	0.2479627
Scaffold_726	68411	68831	35	420	420	1.0000000
Scaffold_7213	399307	400641	32	1229	1334	0.9212894
Scaffold_7941	1346337	1347470	99	702	1133	0.6195940
Scaffold_4203	908925	909432	23	507	507	1.0000000
Scaffold_61	336213	337510	39	841	1297	0.6484194
Scaffold_3928	41781	42646	17	620	865	0.7167630
Scaffold_2353	168756	169516	16	486	760	0.6394737
Scaffold_6391	807966	809000	22	582	1034	0.5628627
Scaffold_8240	414882	415212	27	321	330	0.9727273
Scaffold_4532	440093	440528	41	362	435	0.8321839
Scaffold_1480	903757	904688	34	861	931	0.9248120
Scaffold_4143	546054	547749	134	1490	1695	0.8790560
Scaffold_565	136892	137408	0	0	516	0.0000000
Scaffold_1491	1003350	1003884	61	534	534	1.0000000
Scaffold_1205	114289	115190	90	854	901	0.9478357
Scaffold_3147	344350	344848	2	151	498	0.3032129
Scaffold_7479	1163046	1163900	0	0	854	0.0000000
Scaffold_8918	1257982	1258308	29	326	326	1.0000000
Scaffold_498	372332	373490	21	557	1158	0.4810017
Scaffold_5919	382927	385933	34	932	3006	0.3100466
Scaffold_4538	267135	269118	10	700	1983	0.3530005
Scaffold_5201	776633	777274	28	397	641	0.6193448
Scaffold_6352	103374	104886	7	411	1512	0.2718254
Scaffold_2341	211703	212737	17	556	1034	0.5377176
Scaffold_109	306898	308714	62	1609	1816	0.8860132
Scaffold_4723	520864	522311	26	1177	1447	0.8134071
Scaffold_1869	570748	571028	20	280	280	1.0000000
Scaffold_8988	341298	341794	51	496	496	1.0000000
Scaffold_4609	534661	535432	41	603	771	0.7821012
Scaffold_9959	258047	258475	71	408	428	0.9532710
Scaffold_4508	464127	464560	18	433	433	1.0000000
Scaffold_2049	916811	917418	49	372	607	0.6128501
Scaffold_1833	140607	140921	43	314	314	1.0000000
Scaffold_1552	743948	744427	280	479	479	1.0000000
Scaffold_5022	895322	895890	63	568	568	1.0000000
Scaffold_783	370578	371487	119	909	909	1.0000000
Scaffold_277	798136	798731	55	595	595	1.0000000
Scaffold_7199	857437	858696	30	599	1259	0.4757744
Scaffold_4428	853603	854060	54	445	457	0.9737418
Scaffold_496	708719	709592	22	632	873	0.7239404
Scaffold_7281	1104253	1105261	36	697	1008	0.6914682
Scaffold_6480	277258	278096	14	349	838	0.4164678
Scaffold_5123	624490	625285	0	0	795	0.0000000
Scaffold_4660	634704	636639	0	0	1935	0.0000000
Scaffold_168	523785	524221	31	436	436	1.0000000
Scaffold_2339	334378	335476	38	848	1098	0.7723133
Scaffold_821	696203	697269	14	602	1066	0.5647280
Scaffold_8241	1348552	1348895	36	343	343	1.0000000
Scaffold_2350	233902	236618	68	1179	2716	0.4340943
Scaffold_9248	1182691	1183369	5	424	678	0.6253687
Scaffold_8682	726172	727433	2	156	1261	0.1237113
Scaffold_354	544447	545137	20	597	690	0.8652174
Scaffold_4443	1020674	1021145	15	386	471	0.8195329
Scaffold_2668	1003164	1004064	75	900	900	1.0000000
Scaffold_4886	204281	205834	10	429	1553	0.2762395
Scaffold_6118	261084	262288	4	250	1204	0.2076412
Scaffold_1014	529365	529888	49	523	523	1.0000000
Scaffold_5029	316069	317123	59	754	1054	0.7153700
Scaffold_2849	853171	853965	87	707	794	0.8904282
Scaffold_6795	714416	715909	70	1462	1493	0.9792364
Scaffold_3171	721096	722500	76	853	1404	0.6075498
Scaffold_7286	1121935	1122633	74	666	698	0.9541547
Scaffold_247	339656	339913	11	204	257	0.7937743
Scaffold_1962	871157	872569	185	1229	1412	0.8703966
Scaffold_5337	18453	19231	164	685	778	0.8804627
Scaffold_3305	323031	323253	0	0	222	0.0000000
Scaffold_159	96765	97229	28	456	464	0.9827586
Scaffold_2533	388262	388918	38	616	656	0.9390244
Scaffold_5204	871475	871874	223	399	399	1.0000000
Scaffold_10274	800491	800879	6	145	388	0.3737113
Scaffold_5481	192067	192457	77	390	390	1.0000000
Scaffold_2231	753204	754534	18	697	1330	0.5240601
Scaffold_97	377739	379017	75	1036	1278	0.8106416
Scaffold_5589	1016169	1016665	47	496	496	1.0000000
Scaffold_4076	1079266	1079990	6	322	724	0.4447514
Scaffold_3446	460452	462176	28	985	1724	0.5713457
Scaffold_8459	477111	477870	31	643	759	0.8471673
Scaffold_3770	16790	17188	0	0	398	0.0000000
Scaffold_4551	394184	394659	64	469	475	0.9873684
Scaffold_7104	1175008	1175310	37	302	302	1.0000000
Scaffold_6880	502404	503381	71	871	977	0.8915046
Scaffold_5253	460928	462031	35	787	1103	0.7135086
Scaffold_7355	443030	443879	7	356	849	0.4193169
Scaffold_3280	74880	75688	27	774	808	0.9579208
Scaffold_4566	241621	243095	11	610	1474	0.4138399
Scaffold_2781	969562	972295	80	1459	2733	0.5338456
Scaffold_7374	262235	262786	0	0	551	0.0000000
Scaffold_4330	980960	982680	101	1201	1720	0.6982558
Scaffold_5839	135747	137183	2	133	1436	0.0926184
Scaffold_1067	53467	53914	109	447	447	1.0000000
Scaffold_6818	1180350	1181414	31	921	1064	0.8656015
Scaffold_8358	1083857	1084621	6	254	764	0.3324607
Scaffold_9764	105167	105639	4	324	472	0.6864407
Scaffold_500	28660	29085	16	371	425	0.8729412
Scaffold_871	100590	101271	12	633	681	0.9295154
Scaffold_978	671846	672910	0	0	1064	0.0000000
Scaffold_8109	522157	523075	62	873	918	0.9509804
Scaffold_6320	814237	814505	74	268	268	1.0000000
Scaffold_1695	488837	490937	86	1539	2100	0.7328572
Scaffold_806	344887	345584	34	543	697	0.7790531
Scaffold_369	342562	343765	48	908	1203	0.7547797
Scaffold_5689	919913	920765	0	0	852	0.0000000
Scaffold_6108	494480	495724	12	454	1244	0.3649518
Scaffold_2856	798033	798357	8	324	324	1.0000000
Scaffold_6581	791425	791744	31	319	319	1.0000000
Scaffold_2215	834124	835332	38	594	1208	0.4917219
Scaffold_7351	511660	512297	12	403	637	0.6326531
Scaffold_1309	715969	716825	51	613	856	0.7161215
Scaffold_7526	733526	734650	30	753	1124	0.6699288
Scaffold_1775	1004482	1006165	41	860	1683	0.5109923
Scaffold_1476	398355	398657	11	272	302	0.9006622
Scaffold_7630	411626	412589	14	736	963	0.7642783
