Scaffold_6555	880053	880618	99	544	565	0.9628319
Scaffold_5117	9548	10482	24	746	934	0.7987152
Scaffold_178	613708	614251	16	501	543	0.9226519
Scaffold_1520	218698	219266	51	568	568	1.0000000
Scaffold_5196	1050597	1051105	31	508	508	1.0000000
Scaffold_3931	733978	734365	2	145	387	0.3746770
Scaffold_518	54976	56451	19	776	1475	0.5261017
Scaffold_2352	481759	482449	60	646	690	0.9362319
Scaffold_972	536232	536653	16	421	421	1.0000000
Scaffold_6581	791405	791705	35	281	300	0.9366667
Scaffold_3566	423401	423879	26	471	478	0.9853557
Scaffold_733	68615	69190	26	575	575	1.0000000
Scaffold_4155	696956	697381	11	409	425	0.9623529
Scaffold_3525	842241	842851	9	498	610	0.8163934
Scaffold_5324	243027	243477	6	435	450	0.9666666
Scaffold_6823	679411	680605	37	840	1194	0.7035176
Scaffold_2706	467153	467423	39	270	270	1.0000000
Scaffold_1139	786643	791220	24	763	4577	0.1667031
Scaffold_1799	929017	930611	41	1233	1594	0.7735257
Scaffold_5593	481528	482093	30	516	565	0.9132743
Scaffold_7910	1010333	1011192	0	0	859	0.0000000
Scaffold_726	68411	68831	48	420	420	1.0000000
Scaffold_7213	399307	400641	41	1238	1334	0.9280360
Scaffold_7941	1346337	1347470	92	691	1133	0.6098853
Scaffold_4203	908925	909432	42	507	507	1.0000000
Scaffold_61	336213	337510	12	485	1297	0.3739399
Scaffold_3928	41781	42646	15	556	865	0.6427746
Scaffold_2353	168756	169516	16	463	760	0.6092106
Scaffold_6391	807966	809000	38	870	1034	0.8413926
Scaffold_8240	414882	415212	25	330	330	1.0000000
Scaffold_4532	440093	440528	59	404	435	0.9287356
Scaffold_1480	903757	904688	65	912	931	0.9795918
Scaffold_4143	546054	547749	155	1207	1695	0.7120944
Scaffold_565	136892	137408	12	455	516	0.8817829
Scaffold_1491	1003350	1003884	73	534	534	1.0000000
Scaffold_1205	114289	115190	61	824	901	0.9145394
Scaffold_3147	344350	344848	4	193	498	0.3875502
Scaffold_7479	1163046	1163900	0	0	854	0.0000000
Scaffold_8918	1257982	1258308	53	326	326	1.0000000
Scaffold_498	372332	373490	46	963	1158	0.8316062
Scaffold_5919	382927	385933	38	1095	3006	0.3642715
Scaffold_4538	267135	269118	14	661	1983	0.3333333
Scaffold_5201	776633	777274	54	521	641	0.8127925
Scaffold_6352	103374	104886	20	484	1512	0.3201058
Scaffold_2341	211703	212737	17	593	1034	0.5735010
Scaffold_109	306898	308714	70	1501	1816	0.8265418
Scaffold_4723	520864	522311	35	1356	1447	0.9371113
Scaffold_1869	570748	571028	28	280	280	1.0000000
Scaffold_8988	341298	341794	43	496	496	1.0000000
Scaffold_4609	534661	535432	41	671	771	0.8702983
Scaffold_9959	258047	258475	0	0	428	0.0000000
Scaffold_4508	464127	464560	25	433	433	1.0000000
Scaffold_2049	916811	917418	33	405	607	0.6672158
Scaffold_1833	140607	140921	32	314	314	1.0000000
Scaffold_1552	743948	744427	144	479	479	1.0000000
Scaffold_5022	895322	895890	62	568	568	1.0000000
Scaffold_783	370578	371487	82	742	909	0.8162816
Scaffold_277	798136	798731	67	591	595	0.9932773
Scaffold_7199	857437	858696	22	421	1259	0.3343924
Scaffold_4428	853603	854060	31	440	457	0.9628009
Scaffold_496	708719	709592	20	593	873	0.6792669
Scaffold_7281	1104253	1105261	65	785	1008	0.7787699
Scaffold_6480	277258	278096	39	594	838	0.7088305
Scaffold_5123	624490	625285	2	235	795	0.2955975
Scaffold_4660	634704	636639	0	0	1935	0.0000000
Scaffold_168	523785	524221	12	276	436	0.6330275
Scaffold_2339	334378	335476	57	996	1098	0.9071038
Scaffold_821	696203	697269	29	443	1066	0.4155722
Scaffold_8241	1348552	1348895	100	343	343	1.0000000
Scaffold_2350	233902	236618	87	1135	2716	0.4178940
Scaffold_9248	1182691	1183369	10	356	678	0.5250738
Scaffold_8682	726172	727433	2	173	1261	0.1371927
Scaffold_354	544447	545137	26	549	690	0.7956522
Scaffold_4443	1020674	1021145	20	469	471	0.9957537
Scaffold_2668	1003164	1004064	58	900	900	1.0000000
Scaffold_4886	204281	205834	6	423	1553	0.2723761
Scaffold_6118	261084	262288	2	179	1204	0.1486711
Scaffold_1014	529365	529888	45	523	523	1.0000000
Scaffold_5029	316069	317123	79	717	1054	0.6802657
Scaffold_2849	853171	853965	117	578	794	0.7279597
Scaffold_6795	714416	715909	77	1200	1493	0.8037508
Scaffold_3171	721096	722500	84	855	1404	0.6089743
Scaffold_7286	1121935	1122633	44	633	698	0.9068768
Scaffold_247	339656	339913	34	257	257	1.0000000
Scaffold_1962	871157	872569	235	1059	1412	0.7500000
Scaffold_5337	18453	19231	90	559	778	0.7185090
Scaffold_3305	323031	323253	0	0	222	0.0000000
Scaffold_159	96765	97229	34	464	464	1.0000000
Scaffold_2533	388262	388918	55	616	656	0.9390244
Scaffold_5204	871475	871874	345	399	399	1.0000000
Scaffold_10274	800491	800879	0	0	388	0.0000000
Scaffold_5481	192067	192457	50	390	390	1.0000000
Scaffold_2231	753204	754534	22	854	1330	0.6421053
Scaffold_97	377739	379017	104	1111	1278	0.8693271
Scaffold_5589	1016169	1016665	38	496	496	1.0000000
Scaffold_4076	1079266	1079990	29	671	724	0.9267956
Scaffold_3446	460452	462176	50	1272	1724	0.7378190
Scaffold_8459	477111	477870	14	686	759	0.9038208
Scaffold_3770	16790	17188	2	158	398	0.3969849
Scaffold_4551	394184	394659	42	414	475	0.8715789
Scaffold_7104	1175008	1175310	36	302	302	1.0000000
Scaffold_6880	502404	503381	47	856	977	0.8761515
Scaffold_5253	460928	462031	52	823	1103	0.7461469
Scaffold_7355	443030	443879	29	627	849	0.7385159
Scaffold_3280	74880	75688	31	742	808	0.9183168
Scaffold_4566	241621	243095	18	759	1474	0.5149254
Scaffold_2781	969562	972295	105	1449	2733	0.5301866
Scaffold_7374	262235	262786	0	0	551	0.0000000
Scaffold_4330	980960	982680	483	1422	1720	0.8267442
Scaffold_5839	135747	137183	2	135	1436	0.0940111
Scaffold_1067	53467	53914	161	447	447	1.0000000
Scaffold_6818	1180350	1181414	65	910	1064	0.8552632
Scaffold_8358	1083857	1084621	13	374	764	0.4895288
Scaffold_9764	105167	105639	5	189	472	0.4004237
Scaffold_500	28660	29085	21	421	425	0.9905882
Scaffold_871	100590	101271	21	681	681	1.0000000
Scaffold_978	671846	672910	0	0	1064	0.0000000
Scaffold_8109	522157	523075	54	918	918	1.0000000
Scaffold_6320	814237	814505	149	268	268	1.0000000
Scaffold_1695	488837	490937	110	1740	2100	0.8285714
Scaffold_806	344887	345584	57	606	697	0.8694404
Scaffold_369	342562	343765	46	780	1203	0.6483790
Scaffold_5689	919913	920765	0	0	852	0.0000000
Scaffold_6108	494480	495724	28	584	1244	0.4694534
Scaffold_2856	798033	798357	8	324	324	1.0000000
Scaffold_6581	791425	791744	37	319	319	1.0000000
Scaffold_2215	834124	835332	70	668	1208	0.5529801
Scaffold_7351	511660	512297	16	555	637	0.8712716
Scaffold_1309	715969	716825	63	578	856	0.6752337
Scaffold_7526	733526	734650	44	757	1124	0.6734875
Scaffold_1775	1004482	1006165	51	956	1683	0.5680333
Scaffold_1476	398355	398657	2	166	302	0.5496688
Scaffold_7630	411626	412589	10	614	963	0.6375909
Scaffold_6437	155413	155869	85	456	456	1.0000000
Scaffold_7958	191881	193155	35	894	1274	0.7017269
Scaffold_98	233196	234282	9	492	1086	0.4530387
Scaffold_866	277124	277558	6	380	434	0.8755760
Scaffold_5768	32324	35716	67	1091	3392	0.3216392
Scaffold_4054	234739	239322	46	961	4583	0.2096880
Scaffold_3575	45236	46180	47	729	944	0.7722458
Scaffold_148	84436	85294	51	731	858	0.8519813
Scaffold_7892	302550	303059	36	509	509	1.0000000
Scaffold_2681	58479	59550	49	739	1071	0.6900094
Scaffold_4802	549010	550072	25	549	1062	0.5169492
Scaffold_6592	944678	947681	24	854	3003	0.2843823
Scaffold_1163	612359	612642	25	282	283	0.9964665
Scaffold_3543	476377	479514	19	1292	3137	0.4118585
Scaffold_4212	402766	403248	28	482	482	1.0000000
Scaffold_7857	1290766	1291697	0	0	931	0.0000000
Scaffold_3920	230871	232247	40	1039	1376	0.7550872
Scaffold_3125	532743	533827	21	863	1084	0.7961255
Scaffold_844	90512	92065	32	933	1553	0.6007727
Scaffold_4530	296355	296915	20	560	560	1.0000000
Scaffold_2178	456874	457793	47	708	919	0.7704026
Scaffold_2509	123297	123512	28	215	215	1.0000000
Scaffold_7892	302427	303059	39	632	632	1.0000000
Scaffold_5350	937272	939472	138	1968	2200	0.8945454
Scaffold_8529	169874	170249	89	375	375	1.0000000
Scaffold_1006	968117	968552	72	435	435	1.0000000
Scaffold_7536	6467	6973	402	506	506	1.0000000
Scaffold_1957	830366	830847	31	481	481	1.0000000
Scaffold_7078	997910	998860	14	589	950	0.6200000
Scaffold_4715	838381	839877	31	762	1496	0.5093583
Scaffold_3900	905814	906145	31	331	331	1.0000000
Scaffold_8510	1379574	1379795	8	185	221	0.8371041
Scaffold_877	382897	384321	42	883	1424	0.6200843
Scaffold_5907	471625	473356	60	924	1731	0.5337955
Scaffold_9781	1281338	1281650	0	0	312	0.0000000
Scaffold_3652	805547	806035	53	461	488	0.9446721
Scaffold_1623	1032901	1033880	111	806	979	0.8232891
Scaffold_2870	73443	75007	59	1266	1564	0.8094629
Scaffold_2037	789008	789408	8	329	400	0.8225000
Scaffold_2910	1060611	1063408	86	1394	2797	0.4983911
Scaffold_5881	286216	286756	71	540	540	1.0000000
Scaffold_2612	177916	178482	42	566	566	1.0000000
Scaffold_2501	273668	273993	23	325	325	1.0000000
Scaffold_8085	146796	147769	8	434	973	0.4460432
Scaffold_6137	953844	954062	15	218	218	1.0000000
Scaffold_7831	40281	41467	115	1170	1186	0.9865093
Scaffold_7951	347091	347479	0	0	388	0.0000000
Scaffold_7936	972486	973195	19	404	709	0.5698166
Scaffold_678	129924	130630	24	626	706	0.8866856
Scaffold_10215	2025264	2025654	1	151	390	0.3871795
Scaffold_2858	309140	310656	81	1260	1516	0.8311346
Scaffold_8545	1376429	1376902	27	460	473	0.9725159
Scaffold_3694	434608	434952	6	273	344	0.7936047
Scaffold_386	104778	106026	9	323	1248	0.2588141
Scaffold_8533	1142211	1142427	48	216	216	1.0000000
Scaffold_5469	420396	420809	9	310	413	0.7506053
Scaffold_5045	333390	335013	31	596	1623	0.3672212
Scaffold_9617	1376592	1377155	7	368	563	0.6536412
Scaffold_5131	500499	500946	9	401	447	0.8970917
Scaffold_9402	1527806	1528536	105	594	730	0.8136986
Scaffold_2612	402632	403782	13	778	1150	0.6765217
Scaffold_733	891061	891551	105	490	490	1.0000000
Scaffold_8442	1359487	1360242	91	755	755	1.0000000
Scaffold_4612	142197	143057	105	860	860	1.0000000
Scaffold_4231	697748	698068	19	320	320	1.0000000
Scaffold_5991	6252	6683	32	431	431	1.0000000
Scaffold_8524	459623	460064	10	315	441	0.7142857
Scaffold_2130	1024312	1024685	20	373	373	1.0000000
Scaffold_6582	1041962	1043567	32	919	1605	0.5725856
Scaffold_7806	205829	207153	14	836	1324	0.6314200
Scaffold_1454	742906	743497	0	0	591	0.0000000
Scaffold_2135	652253	652962	0	0	709	0.0000000
Scaffold_498	796915	798278	31	1134	1363	0.8319883
Scaffold_8254	697136	698046	70	903	910	0.9923077
Scaffold_7695	1034362	1034928	2	78	566	0.1378092
Scaffold_2204	57588	57986	0	0	398	0.0000000
Scaffold_5075	942280	942945	43	605	665	0.9097744
Scaffold_1016	110909	111564	0	0	655	0.0000000
Scaffold_7770	145747	146415	22	621	668	0.9296407
Scaffold_1437	206030	206736	0	0	706	0.0000000
Scaffold_6805	1171552	1172244	15	610	692	0.8815029
Scaffold_2450	687223	688854	30	1018	1631	0.6241570
Scaffold_1143	573349	574392	43	797	1043	0.7641419
Scaffold_8269	721770	722197	21	427	427	1.0000000
Scaffold_8909	1561262	1561752	61	490	490	1.0000000
Scaffold_8103	961696	962197	107	501	501	1.0000000
Scaffold_2023	791528	792681	25	633	1153	0.5490026
Scaffold_718	361285	362667	60	1060	1382	0.7670044
Scaffold_5694	634533	635879	16	910	1346	0.6760772
Scaffold_185	819451	820440	50	989	989	1.0000000
Scaffold_7357	1242565	1243877	29	850	1312	0.6478658
Scaffold_2898	743638	744318	32	473	680	0.6955882
Scaffold_6229	405069	406105	30	969	1036	0.9353282
Scaffold_6420	206616	207535	13	468	919	0.5092492
Scaffold_2770	618987	621003	12	470	2016	0.2331349
Scaffold_7322	407125	408075	2	140	950	0.1473684
Scaffold_6441	76878	77579	29	675	701	0.9629101
Scaffold_7470	769363	769642	11	279	279	1.0000000
Scaffold_3007	778977	780146	50	737	1169	0.6304534
Scaffold_3915	788836	789286	49	450	450	1.0000000
Scaffold_2537	161725	162648	0	0	923	0.0000000
Scaffold_1971	976894	977381	22	487	487	1.0000000
Scaffold_8394	558643	560042	52	1023	1399	0.7312366
Scaffold_6682	999620	1000670	0	0	1050	0.0000000
Scaffold_4716	785687	787991	60	1352	2304	0.5868056
Scaffold_4583	95626	96138	0	0	512	0.0000000
Scaffold_9812	1	524	21	523	523	1.0000000
Scaffold_236	270127	270428	36	301	301	1.0000000
Scaffold_4146	910110	913227	16	798	3117	0.2560154
Scaffold_9748	1274778	1275167	45	389	389	1.0000000
Scaffold_3928	704787	705285	49	498	498	1.0000000
Scaffold_2804	82769	83262	53	493	493	1.0000000
Scaffold_4616	276891	278236	88	1063	1345	0.7903346
Scaffold_5272	397164	397513	48	349	349	1.0000000
Scaffold_5599	166521	167400	15	656	879	0.7463026
Scaffold_3687	872149	874020	111	1371	1871	0.7327632
Scaffold_5314	76454	77845	41	1146	1391	0.8238677
Scaffold_876	440144	440822	42	600	678	0.8849558
Scaffold_8288	204620	205402	43	782	782	1.0000000
Scaffold_1292	638017	638895	35	734	878	0.8359909
